@→e	0.04573263824118087	0.6968765729726866	0.3492872839776658	0.04931497090407343	52610
A→a	0.025016529985460233	0.9872661477536528	0.38816928631830444	0.027107767412562243	28919
I→i	0.01911679434970732	0.971424809059784	0.28980553918680024	0.020744908212850202	22131
O→o	0.017919867939933182	0.9982196131267443	0.330239740201853	0.019445715099886015	20745
E→e	0.0173995982490445	0.9724108252844984	0.13502101300615452	0.019063268642390066	20337
@→en	0.014179405624731519	0.22001748483323177	0.6049899836095429	0.015569695242666028	16610
x→g	0.011917418827068763	0.5738655321988655	0.37313554265878396	0.012897256884036234	13759
t→d	0.01139780757489714	0.1805128908392759	0.34284895684109085	0.012338585098086267	13163
i→ie	0.010729936338130157	0.45676103523174905	0.8990579710144928	0.011629934309196713	12407
a→aa	0.010474459468957274	0.38921039094650206	0.9979391641249691	0.011347786309916612	12106
G→g	0.00944117303004168	0.9460022571403768	0.2955198785051798	0.010214507468954347	10897
N→ng	0.008920213062503282	0.7590982761161044	0.9019607843137255	0.009658647789309497	10304
x→ch	0.008807536505918952	0.4242575909242576	0.8373394797497531	0.009534915111884337	10172
o→oo	0.007082427736030908	0.34516332982086406	0.9860325105358217	0.0076761128442018114	8189
e→ee	0.006997316020813688	0.3550440317377278	0.9689470553242118	0.0076339312496250524	8144
K→ij	0.006691972914011273	0.5471471046297607	0.8630932439977667	0.007244923210750495	7729
}→u	0.006632473619574192	0.9865090582037774	0.29030550514216574	0.0071971174035635015	7678
u→oe	0.006258438577686139	0.9178412698412698	0.983000135998912	0.006775301457795909	7228
k→c	0.006059266308249857	0.18538059760850545	0.3143178242301641	0.006554082428460016	6992
K→ei	0.005534582866084166	0.45249893812827413	0.9162844036697247	0.005991661167436559	6392
L→ui	0.004633168074022175	0.9883635020317695	0.9625831984169815	0.005015860279560862	5351
@→i	0.004043302157465603	0.062110896230163984	0.06140247495580436	0.004395322154898314	4689
z→s	0.003447654891767289	0.3483312947754674	0.06907723760352057	0.00373728927950087	3987
N→n	0.0028326227645191168	0.2409017238838957	0.04501837906301196	0.003065195872577839	3270
y→u	0.002756616956501556	0.6334597724096626	0.11997126436781609	0.0029742711020457136	3173
f→v	0.0023991249805968293	0.19802334741817662	0.14954838011790794	0.002591824644549763	2765
s→ss	0.0022890290041444415	0.04655719512406582	0.9770742358078602	0.0025168351430799687	2685
|→eu	0.0020592282614395776	0.9419944378228049	0.8105982905982906	0.0022225013498110265	2371
M→ou	0.0018996788815370143	0.7457511896668932	0.8370850820297596	0.0020565870778091067	2194
